%-----------------------------------------------------------------
% Neuron11 
% Copyright (c) 2010 Javier G. Orlandi <javiergorlandi@gmail.com> 
%-----------------------------------------------------------------
% Generated Positional Map
% Format: Neuron # | X | Y
%-----------------------------------------------------------------
2675 1.63697 0.818455
2676 2.26624 2.32383
2677 2.21302 1.84683
2678 2.43486 1.35895
2679 0.0882818 -0.265536
2680 1.71345 -0.129055
2681 -1.25372 0.755846
2682 -2.01915 -0.264885
2683 1.73388 -0.985606
2684 0.598242 -0.67595
2685 -0.417714 1.34221
2686 0.173693 1.47214
2687 1.09804 -2.06775
2688 0.989369 0.348562
2689 1.43281 -2.03935
2690 -1.1161 1.86799
2691 1.62643 1.86409
2692 1.14776 -0.790536
2693 2.34314 0.438079
2694 -2.34375 1.11787
2695 1.08282 0.750248
2696 0.403719 1.65506
2697 -1.97579 1.70086
2698 0.0766145 -2.3944
2699 -0.551881 0.352158
2700 1.20604 -0.0654146
2701 2.44519 -1.56751
2702 -1.16879 -1.00497
2703 2.28508 -0.0450395
2704 0.244684 -1.19347
2705 -1.2285 -1.1458
2706 1.98878 -0.0703841
2707 -2.32762 -1.89915
2708 1.00177 1.91562
2709 -1.2013 -0.578708
2710 -2.41848 -1.85819
2711 0.123712 -2.42532
2712 -1.73815 1.78068
2713 -1.53802 0.960034
2714 -0.194177 -0.74983
2715 -1.53427 -1.97644
2716 -1.85173 -0.318644
2717 -0.86237 0.572524
2718 -0.225748 1.19434
2719 -1.56585 -0.158411
2720 0.964575 -0.910834
2721 0.0939334 -0.495731
2722 1.00742 -1.27208
2723 -1.59725 1.1545
2724 -1.73133 2.30453
2725 0.406014 0.842218
2726 -1.67583 2.02859
2727 -1.17963 1.43783
2728 -1.61976 1.16827
2729 -1.89957 -1.61186
2730 -2.41902 -1.10037
2731 -1.90211 -0.188255
2732 -0.562634 -0.976439
2733 0.435266 2.18149
2734 1.23838 -0.632023
2735 -2.43473 1.47225
2736 0.734533 -1.27465
2737 -1.57374 0.642745
2738 -1.39482 0.31291
2739 1.59284 2.18043
2740 -2.26356 -2.08172
2741 0.715233 1.90614
2742 0.112983 1.54485
2743 -1.84019 -1.84681
2744 1.87829 -0.907709
2745 1.28784 -1.03113
2746 -0.958578 2.45903
2747 2.46332 0.642485
2748 -1.37321 -0.778869
2749 0.30855 -1.68282
2750 -2.20861 -1.19477
2751 -1.78877 -1.26572
2752 -2.22656 -1.99554
2753 -0.122905 -1.30343
2754 0.34982 -1.82753
2755 -0.566441 -1.93833
2756 2.20242 -2.43615
2757 -1.60932 -2.02178
2758 -2.4743 1.20045
2759 2.15708 1.04588
2760 0.605068 0.382373
2761 -1.52082 2.30833
2762 0.550927 1.82487
2763 0.78021 0.960782
2764 0.279796 -0.810983
2765 1.43717 -0.603164
2766 -0.331482 1.20086
2767 -2.09985 -0.721996
2768 2.13636 2.39031
2769 2.27945 -1.85795
2770 1.54725 2.47418
2771 -2.12391 -0.772346
2772 -2.35531 -2.34672
2773 2.11477 0.0223677
2774 1.5524 -0.533724
2775 -1.02698 0.909788
2776 -0.399228 -0.473918
2777 -0.373977 1.01607
2778 1.85579 0.49409
2779 1.7095 1.1815
2780 2.42232 -1.16664
2781 1.31894 1.91777
2782 1.18985 -2.14651
2783 2.441 1.92882
2784 -2.10063 0.819354
2785 -1.72541 1.84982
2786 1.77054 -1.35576
2787 0.900052 -0.0634952
2788 -1.18395 -2.06209
2789 -2.16606 0.146499
2790 -2.20973 0.328961
2791 -2.20293 -1.24405
2792 0.121895 -1.36138
2793 1.87702 1.48415
2794 1.02325 -1.87451
2795 0.749302 -0.714943
2796 2.27273 1.38211
2797 1.92003 1.06584
2798 0.647831 -0.75008
2799 0.842094 -2.08904
2800 2.34435 -2.44838
2801 2.27942 -1.80927
2802 -1.54817 -0.898807
2803 -0.324707 -2.39643
2804 -2.17225 1.10595
2805 -1.8932 1.67436
2806 -1.32954 -0.837286
2807 1.19904 2.1868
2808 1.03348 2.1305
2809 -0.246378 -1.41486
2810 0.0094317 0.990269
2811 -1.13216 0.291877
2812 -1.60449 -1.3623
2813 -2.26201 -0.0873235
2814 -0.819803 -1.336
2815 -0.664786 -2.01327
2816 1.01247 -1.63374
2817 0.687571 0.643434
2818 1.44752 -0.109422
2819 -0.339359 -0.315339
2820 -0.380451 0.340225
2821 0.829712 1.37953
2822 -1.08824 0.0664212
2823 0.598101 -2.37812
2824 -1.21149 1.48947
2825 -2.10302 2.26254
2826 -0.672941 1.85845
2827 0.321634 0.512895
2828 0.666872 -1.14519
2829 1.61892 2.0614
2830 2.11604 -1.58465
2831 2.05164 -1.77131
2832 -0.195638 -2.15159
2833 0.485806 1.33833
2834 -2.32446 -0.836954
2835 -0.987098 1.54067
2836 0.778605 0.554515
2837 -1.86914 -2.26993
2838 -0.717667 0.302148
2839 -1.74708 1.17132
2840 -1.22839 0.285459
2841 -2.43577 0.469271
2842 -2.34537 2.08666
2843 -0.0863433 -2.38755
2844 0.192847 1.5482
2845 -0.145118 -0.683045
2846 -0.00741293 -2.06191
2847 -1.89012 -0.52353
2848 0.224291 -0.84853
2849 -0.633483 0.601441
2850 -1.96236 -1.11982
2851 1.34852 0.440186
2852 0.899513 2.07633
2853 -1.53502 -2.11494
2854 1.66109 2.29639
2855 -0.244376 0.288283
2856 -0.647654 1.72707
2857 -0.483943 -0.61281
2858 1.83821 -1.00825
2859 1.48396 -1.53976
2860 1.77752 -0.0395986
2861 1.08099 -0.548572
2862 2.04887 0.0547794
2863 -1.12474 0.373348
2864 2.00059 -2.05685
2865 1.95291 2.05432
2866 -1.59878 -1.44455
2867 -0.166455 -2.12514
2868 0.176794 -1.58312
2869 0.265479 2.41309
2870 -2.49801 -1.83257
2871 -1.41619 1.2303
2872 -1.55059 -1.22976
2873 1.96758 -2.40756
2874 -0.934751 1.36336
2875 -0.123254 -2.29192
2876 -1.07588 0.2849
2877 2.05016 2.39476
2878 2.21038 -2.36513
2879 1.63623 -0.511501
2880 0.879345 -0.0634095
2881 -1.19552 0.144701
2882 -1.76824 0.0715811
2883 -1.57545 0.399176
2884 -2.28822 0.095996
2885 -0.884834 1.24802
2886 0.816419 -0.712747
2887 1.37758 0.779311
2888 2.22681 1.87822
2889 0.340998 1.79315
2890 0.520782 1.21001
2891 -0.0410301 2.40921
2892 0.422763 1.23981
2893 -1.61494 -0.991161
2894 -2.13199 1.33782
2895 1.21084 -1.56896
2896 2.1778 -0.0887906
2897 -1.46459 0.17717
2898 1.20227 -0.758366
2899 -1.47886 0.708628
2900 0.336444 1.59526
2901 -2.17005 -2.39398
2902 0.336085 -0.541762
2903 -1.1692 0.493026
2904 1.15341 0.071304
2905 1.76822 -1.42709
2906 -1.48163 1.51379
2907 1.40763 2.26062
2908 -0.700561 -2.26869
2909 -2.18061 0.465886
2910 -2.1807 -1.7179
2911 0.82554 0.899974
2912 -0.584673 -1.30586
2913 0.873337 -1.63143
2914 1.66251 -1.22691
2915 0.907005 -1.44471
2916 -1.75369 -0.142446
2917 -2.12991 0.813362
2918 1.30204 2.3415
2919 -1.8028 0.339934
2920 0.708714 0.788403
2921 2.49419 -1.77403
2922 0.945727 0.148822
2923 -1.45383 -2.08154
2924 -2.23966 2.23579
2925 2.35275 -2.13287
2926 -1.92193 2.47547
2927 -2.08067 1.28801
2928 2.07737 -2.19601
2929 -1.37563 -0.85668
2930 -2.18575 1.83667
2931 0.954582 -0.764683
2932 1.67856 -0.904858
2933 -0.0133303 2.18633
2934 -1.08793 0.359824
2935 -1.25024 -0.214617
2936 1.13314 -0.307555
2937 0.958284 1.81201
2938 -2.18408 2.15763
2939 0.507948 0.61752
2940 2.36854 1.96213
2941 -1.6674 0.150052
2942 1.36176 -0.312926
2943 1.03609 2.22611
2944 0.37761 -0.317022
2945 0.19059 2.07103
2946 -1.14165 -0.052349
2947 1.06592 1.46461
2948 0.605707 -1.39021
2949 0.18457 0.61277
2950 -2.11615 1.96487
2951 1.09981 -0.681975
2952 -1.79602 2.33645
2953 -1.62132 -0.0979486
2954 1.40583 2.12006
2955 -0.548665 -1.66232
2956 -2.02011 1.72063
2957 -1.95806 -1.6349
2958 -1.91539 0.645305
2959 -2.36844 2.24564
2960 1.54465 1.02092
2961 -2.02197 1.91489
2962 -1.67554 -0.383063
2963 0.931319 2.18398
2964 2.3082 2.4903
2965 -1.6813 0.541058
2966 1.64715 0.468295
2967 1.24696 -2.03464
2968 -1.2156 -0.722734
2969 -1.09249 1.02825
2970 -0.115045 0.405721
2971 1.07523 -2.43923
2972 1.6564 -1.91651
2973 2.19454 0.902799
2974 2.21758 -1.12191
2975 -1.94098 2.41705
2976 1.23176 0.39331
2977 -1.0872 1.86499
2978 -0.792161 0.965436
2979 -1.64197 0.87307
2980 0.16045 2.05893
2981 -2.49997 0.958934
2982 1.37112 1.21696
2983 -0.216996 -1.36643
2984 -0.949308 2.06522
2985 0.953818 1.86066
2986 1.23465 -2.18726
2987 0.194737 -1.7806
2988 -1.78179 -0.535232
2989 1.08788 -2.47199
2990 2.33174 1.27303
2991 2.11489 -2.23952
2992 -0.821605 2.35047
2993 1.3291 0.828329
2994 0.760586 1.11829
2995 -2.40121 -0.0951129
2996 2.19083 -1.88243
2997 0.549862 -1.38754
2998 0.443689 -2.01552
2999 -0.666921 0.248816
3000 1.4352 1.04848
3001 1.00102 0.550014
3002 -0.0750546 -1.30426
3003 0.509254 -0.148132
3004 1.96924 0.746288
3005 1.0976 -1.93302
3006 1.03798 1.12826
3007 0.892608 -1.88651
3008 1.66042 -0.584238
3009 0.756846 0.7721
3010 -0.695401 0.565827
3011 -0.67543 1.23308
3012 2.48201 2.26372
3013 0.880345 -2.35356
3014 1.50622 -2.41967
3015 -0.986885 0.331717
3016 1.99831 1.66508
3017 0.0451424 1.51246
3018 -1.47268 -1.75569
3019 -0.572776 2.28187
3020 -1.60434 1.55129
3021 -0.639479 -1.96942
3022 -2.09019 1.79155
3023 1.53988 -0.131506
3024 0.543303 0.831667
3025 2.35785 -2.32538
3026 -1.97097 0.779072
3027 -1.3416 2.27548
3028 -2.20102 1.07941
3029 2.22072 -2.05587
3030 -0.0231219 0.222512
3031 0.759716 -2.08075
3032 -2.00285 -0.0123291
3033 -1.06427 1.3146
3034 1.60596 -2.04727
3035 0.420992 -0.592254
3036 -0.14157 -0.0210077
3037 -1.40355 1.03518
3038 -0.669183 0.46179
3039 -1.49697 -2.45797
3040 -1.52655 -1.87157
3041 -0.679498 1.75861
3042 0.505716 1.06118
3043 -0.345862 0.501278
3044 0.360154 -1.1926
3045 0.376794 -1.40627
3046 0.131588 1.16381
3047 1.51858 2.41964
3048 1.58351 -2.15513
3049 -1.47247 1.30206
3050 1.04374 -1.46888
3051 1.05535 -0.42983
3052 1.9862 -2.48537
3053 -1.73452 0.129091
3054 1.24591 1.08513
3055 -0.724758 1.30848
3056 -0.653888 0.567278
3057 0.787048 2.01471
3058 -0.57165 2.46544
3059 -2.47548 -1.20313
3060 1.69916 -0.944937
3061 0.380408 0.335203
3062 1.19417 -0.235437
3063 0.554746 0.636541
3064 0.621248 -0.244026
3065 -2.188 2.38972
3066 -1.78157 1.16792
3067 -1.90871 1.937
3068 -2.42451 -0.584769
3069 -2.03883 2.14869
3070 -1.58501 0.959587
3071 0.715613 2.11462
3072 1.73003 -2.4189
3073 1.07563 0.899172
3074 2.35605 -2.30094
3075 -0.140566 0.0691069
3076 2.41525 -1.18348
3077 1.91078 -2.43439
3078 0.183832 2.02662
3079 -1.03745 -2.21916
3080 -1.06778 1.16178
3081 0.676433 -0.0579138
3082 -0.144728 -2.21516
3083 -2.22986 -1.61961
3084 0.12752 -1.68957
3085 -0.690877 -1.92322
3086 -2.16853 -0.190856
3087 0.967941 0.375831
3088 1.29361 -0.759679
3089 -1.90689 2.28623
3090 1.87547 -0.782884
3091 -1.37559 -2.08824
3092 -0.924038 0.0938704
3093 1.16882 0.30238
3094 1.8317 -1.42508
3095 -1.87237 -0.452917
3096 2.27756 -1.41742
3097 -0.438658 0.561534
3098 0.27821 1.02359
3099 0.240948 2.02891
3100 -2.0375 0.860527
3101 2.35348 -0.912455
3102 2.10566 0.267819
3103 2.21672 1.35926
3104 2.39736 -1.28337
3105 1.52696 1.48237
3106 1.90128 -2.3205
3107 -2.29124 -2.19655
3108 -2.01979 1.89125
3109 2.3972 -2.13888
3110 -2.35422 -1.04616
3111 -0.273899 1.89234
3112 -1.88631 -1.76734
3113 -2.31733 0.337509
3114 -2.36577 -0.675421
3115 -1.26162 0.546293
3116 1.55509 0.21332
3117 -2.40706 0.0826949
3118 2.14778 -0.799897
3119 -0.543812 1.32047
3120 0.0174009 0.738634
3121 2.45349 -0.472651
3122 -2.33201 1.02073
3123 -0.227777 -1.9939
3124 0.221333 -0.81155
3125 1.93634 2.00936
3126 1.42552 0.466617
3127 -0.309704 2.20541
3128 1.79422 -2.07075
3129 1.9997 -1.72857
3130 1.11609 0.333968
3131 -1.46584 -1.19123
3132 -0.0934286 -2.07296
3133 -1.33406 -0.908068
3134 -0.49244 -1.32097
3135 -0.306605 0.813672
3136 2.01405 -0.170281
3137 -2.03135 0.0835339
3138 -1.09379 0.769028
3139 -1.0925 -2.15034
3140 -2.13985 -0.313748
3141 -2.24222 -1.45461
3142 -1.50787 1.37993
3143 1.88278 2.00821
3144 0.574127 -2.18545
3145 -0.513076 1.19816
3146 1.12793 1.46001
3147 -1.98708 0.60866
3148 -1.94806 -2.14011
3149 -1.67916 2.45392
3150 -0.682389 0.190048
3151 0.157187 1.36313
3152 0.53964 -1.32244
3153 -1.65858 0.792595
3154 1.94594 1.80178
3155 1.932 1.01028
3156 1.17568 -0.489439
3157 -1.83777 -1.08137
3158 -1.8125 2.49223
3159 -1.90759 2.41784
3160 1.78476 0.969004
3161 2.49267 -0.0539453
3162 0.40688 -0.253016
3163 2.13244 -1.96402
3164 0.916768 -0.87951
3165 1.71968 0.495833
3166 -1.56187 1.49249
3167 0.756336 1.82128
3168 0.0453389 2.49743
3169 -1.60075 -1.96849
3170 -1.8172 -1.00426
3171 2.17938 -0.731052
3172 -0.0878859 1.48584
3173 1.16017 0.514009
3174 2.24818 1.74995
3175 -2.4773 -0.712863
3176 0.18834 -0.0179108
3177 -1.8502 0.865403
3178 -1.39948 -0.880759
3179 0.769166 -1.88373
3180 2.22284 0.432583
3181 1.78552 -1.70698
3182 -1.53839 -1.14408
3183 2.32423 2.1046
3184 -0.392747 -0.742567
3185 -2.23406 0.0933709
3186 -2.0554 0.382004
3187 -2.26243 -0.164155
3188 -2.23796 -0.702222
3189 -0.421632 -2.39199
3190 1.47359 -0.122099
3191 0.997395 -0.569444
3192 -1.85669 -1.42317
3193 1.95236 0.804296
3194 -1.72753 -1.62645
3195 -2.39523 -1.00464
3196 -1.15563 -1.40768
3197 1.25726 -1.24947
3198 1.76066 -0.0423066
3199 1.25067 2.28453
3200 0.732559 1.36679
3201 -0.261015 -0.567458
3202 -1.55539 -1.66109
3203 -0.390195 1.57401
3204 1.86759 -2.22929
3205 1.11396 1.23471
3206 -0.780658 1.05863
3207 -0.876735 1.7475
3208 -1.36402 2.45188
3209 0.202328 -2.04235
3210 0.491145 0.290341
3211 0.137116 2.36416
3212 -2.44223 -1.3363
3213 -0.91959 0.658772
3214 -0.609199 -0.366037
3215 1.97114 1.99743
3216 0.123353 2.38469
3217 -0.874055 1.68535
3218 1.09524 1.75092
3219 2.44663 1.36876
3220 0.223861 -1.74479
3221 -2.3853 -1.76182
3222 -2.3034 0.189188
3223 -2.23827 1.15176
3224 0.165194 -0.417781
3225 1.94606 2.18902
3226 -0.207809 -1.39533
3227 0.186098 2.17893
3228 0.818788 -2.19894
3229 1.41689 1.99556
3230 0.145753 -2.33241
3231 2.42002 -2.28921
3232 1.90304 1.8805
3233 1.87805 -0.206022
3234 0.697892 1.7537
3235 -0.156331 -0.994101
3236 2.18553 1.34633
3237 1.47962 -0.479362
3238 -2.10979 2.34209
3239 -1.20267 -0.377875
3240 2.20813 2.07592
3241 0.814101 -0.482869
3242 1.33245 1.23539
3243 -0.34146 -0.832636
3244 1.99171 2.12592
3245 -1.87854 2.01718
3246 2.27784 -1.92228
3247 -0.257297 0.777132
3248 -0.530828 0.388443
3249 -1.65792 -1.5447
3250 0.0979007 2.48397
3251 -0.535265 -1.88998
3252 0.495056 2.22158
3253 -0.378513 -1.23382
3254 0.849244 0.590437
3255 1.70408 0.389067
3256 -2.07351 1.79826
3257 -2.17949 0.674976
3258 0.658952 1.20909
3259 -0.614827 1.57711
3260 -1.90603 -0.378465
3261 1.60807 2.28375
3262 -2.28283 -0.508944
3263 2.42882 -1.00123
3264 1.56914 2.40627
3265 -0.563317 1.59672
3266 1.96152 1.33683
3267 -0.11008 -2.14977
3268 -2.11027 0.518
3269 -1.81255 2.0385
3270 1.67803 -0.24269
3271 -1.96107 1.14968
3272 -1.93072 1.11805
3273 0.669607 0.658088
3274 2.49927 2.33746
3275 1.09594 0.350403
3276 2.1984 -1.84166
3277 -1.09604 -2.40088
3278 -1.80183 2.14153
3279 0.865713 -1.68243
3280 1.18828 2.09618
3281 -2.25359 0.566474
3282 -0.885049 1.03098
3283 -0.54853 -2.0111
3284 -0.0831716 2.17909
3285 0.782506 0.0902486
3286 1.26038 -1.02374
3287 -1.99125 0.718158
3288 -2.44559 -0.317987
3289 -1.21534 2.37508
3290 -1.25291 0.586886
3291 2.27615 -1.29064
3292 -1.62284 2.43631
3293 0.908583 -1.97009
3294 -1.85673 1.81617
3295 1.72435 -1.68308
3296 -1.5989 1.92526
3297 1.68131 2.39889
3298 1.29571 -1.94814
3299 0.510629 -0.742782
3300 0.480868 -1.11199
3301 2.10255 -1.06104
3302 -1.97965 1.62024
3303 0.284923 1.344
3304 -1.29148 1.16381
3305 -0.50157 0.262075
3306 -2.15244 -0.516227
3307 1.33397 -1.47977
3308 -1.96448 -1.05816
3309 -1.77568 0.103155
3310 0.401884 0.0897857
3311 0.874492 -1.83648
3312 1.43262 2.18135
3313 0.607177 -1.41664
3314 -0.788343 2.02337
3315 0.53618 -2.29382
3316 1.66747 0.315747
3317 -0.849959 -1.50224
3318 0.247459 0.654289
3319 -1.89589 -1.55237
3320 -2.43492 -2.17222
3321 0.154672 1.75713
3322 1.34076 2.35318
3323 -2.24929 -1.09943
3324 2.07796 -1.28095
3325 2.0477 2.29149
3326 -1.27147 2.13495
3327 -2.24441 -2.32013
3328 2.32503 1.44638
3329 0.546628 0.875305
3330 -2.1265 0.97039
3331 0.256546 0.530167
3332 -0.564916 1.46364
3333 0.458567 -1.99062
3334 0.335568 -1.04443
3335 1.40555 1.36848
3336 0.108325 2.07735
3337 2.48213 1.38758
3338 0.728032 -2.45176
3339 2.21943 0.320947
3340 0.292917 0.476064
3341 -0.127727 -0.68478
3342 -0.441279 2.40642
3343 -1.23814 -2.15437
3344 0.252403 1.42079
3345 -1.91067 -1.03096
3346 -1.30053 -0.630827
3347 1.05798 -1.53715
3348 -1.54018 1.78465
3349 0.710659 -0.77443
3350 2.19536 -1.1789
3351 -1.43418 0.483113
3352 1.744 -0.599162
3353 0.109043 -0.587029
3354 -0.667307 -0.857402
3355 -0.683314 -2.38211
3356 -1.26493 -1.56906
3357 -0.607729 0.0380309
3358 2.39752 1.26151
3359 2.41551 1.87177
3360 0.846221 -1.50818
3361 -0.949849 1.74489
3362 1.11642 2.4202
3363 0.698567 -2.33328
3364 1.10277 -1.33234
3365 -0.645803 1.85029
3366 -1.07956 0.985559
3367 0.310789 -2.06773
3368 1.41537 1.93404
3369 2.026 -0.813999
3370 -0.615887 0.582337
3371 1.16823 -1.02675
3372 -0.435604 -1.90474
3373 1.4215 0.350599
3374 -1.1858 -0.496132
3375 -1.02999 2.1833
3376 2.43846 1.38156
3377 1.29852 1.7555
3378 -1.79764 0.670511
3379 -0.477188 -0.93935
3380 -1.48275 -0.871399
3381 0.12673 -1.49261
3382 0.236558 -0.628155
3383 1.07283 -1.26111
3384 0.951134 0.698175
3385 -1.70997 1.47194
3386 -2.26913 -1.33867
3387 -1.46557 2.33368
3388 -1.90867 -0.260858
3389 -0.945504 -2.39347
3390 -2.14424 -1.39223
3391 0.227383 -1.59156
3392 2.26816 -2.20404
3393 0.121162 2.05657
3394 -1.5777 1.65624
3395 0.567155 0.756807
3396 0.750625 0.936995
3397 -2.22517 1.63207
3398 -0.598396 2.15935
3399 -2.41546 -2.22995
3400 0.88614 -0.76489
3401 -2.32548 -2.05891
3402 -0.818475 0.783464
3403 -1.01088 -1.12433
3404 2.45967 -0.215366
3405 2.45879 1.70006
3406 -2.01778 -0.742238
3407 0.0304735 -0.747959
3408 -1.44776 -1.45791
3409 2.08315 -2.37898
3410 -0.800393 2.17444
3411 -0.691528 -1.52979
3412 2.06944 -2.14876
3413 -1.66332 0.941583
3414 -0.69484 -0.523221
3415 0.77328 -1.37656
3416 1.04466 1.57428
3417 -1.86827 2.0484
3418 -0.695921 -0.713076
3419 0.217676 2.38596
3420 -1.1928 -0.632176
3421 -0.743234 1.0599
3422 -2.3867 -0.69653
3423 -2.2218 1.35136
3424 -1.34885 0.738936
3425 1.70986 -0.339025
3426 -1.6667 -0.213435
3427 -1.33794 1.81622
3428 1.31772 0.729214
3429 1.672 0.0783442
3430 0.0410959 1.85351
3431 1.6427 0.241058
3432 -1.95358 0.230691
3433 0.672962 0.794021
3434 0.345194 2.14728
3435 -0.177838 0.49496
3436 -0.0508686 -0.738913
3437 0.698284 0.629073
3438 0.414164 -2.28127
3439 -1.84562 -1.79675
3440 1.57501 2.27226
3441 -1.31111 2.44013
3442 0.0386335 1.07179
3443 -1.90265 -0.0401552
3444 -1.99145 -0.583923
3445 2.20473 0.195524
3446 -0.876392 -2.26483
3447 1.57508 -2.48082
3448 0.0837272 0.0398653
3449 1.18514 -1.17359
3450 0.499017 -0.358184
3451 -1.19287 1.28315
3452 1.96724 0.25162
3453 0.991035 -0.637956
3454 1.607 -1.8547
3455 0.754203 0.314368
3456 -0.626486 0.790444
3457 0.323296 0.770156
3458 -2.11079 -0.974351
3459 -1.76611 -2.42005
3460 1.39546 0.337636
3461 0.228092 -1.57254
3462 1.67562 -1.43109
3463 1.32732 -1.20601
3464 2.11969 2.27288
3465 -1.56149 1.94527
3466 1.87262 0.891088
3467 -2.49833 0.982169
3468 -1.36842 1.53315
3469 -0.0693158 2.2259
3470 -2.12236 1.84671
3471 0.612582 -1.24288
3472 -1.67788 -0.751758
3473 1.07837 2.1536
3474 -1.81247 -0.661667
3475 -1.17944 0.44334
3476 1.80901 -2.09568
3477 1.08397 -2.37251
3478 -1.26343 -0.861238
3479 2.10008 -2.45042
3480 -2.12828 -1.90798
3481 -2.48993 -1.84889
3482 1.93816 0.727039
3483 0.756749 -2.12354
3484 1.23662 0.784952
3485 0.771367 -2.28127
3486 -1.1055 0.284087
3487 0.555548 2.39863
3488 1.11554 1.96202
3489 -0.491412 -0.142641
3490 1.69276 -1.17733
3491 1.48115 0.100183
3492 -2.19087 -0.937218
3493 2.11476 -1.38155
3494 -0.598983 0.823488
3495 1.13049 -0.541676
3496 -1.35287 1.87078
3497 -0.958146 -1.84915
3498 0.351069 -1.62945
3499 2.3251 2.28301
3500 1.12891 0.748685
3501 0.713654 0.384639
3502 0.990662 -0.676215
3503 0.0155511 -2.38403
3504 1.64182 -1.61384
3505 1.87092 -0.322479
3506 -1.43077 -0.201624
3507 -2.19656 -0.991362
3508 -2.16063 -0.074777
3509 1.77475 0.8477
3510 -0.439603 -2.38781
3511 -2.20971 0.769267
3512 -1.62036 -1.14747
3513 -0.155941 0.856755
3514 -1.05726 -1.41613
3515 2.06738 1.61936
3516 1.03626 -2.40516
3517 1.85524 -2.30846
3518 -2.21364 2.41662
3519 0.669907 -1.29482
3520 2.18367 1.97286
3521 -2.11431 -2.27082
3522 -2.25686 -2.22293
3523 1.63553 -1.96938
3524 -0.802461 0.799471
3525 -0.473436 -0.320282
3526 -0.298885 -0.0800585
3527 -1.50745 0.601594
3528 1.64115 0.171853
3529 -0.388165 -0.225956
3530 -0.483931 -0.836165
3531 -1.7768 -0.377762
3532 0.371939 1.12935
3533 -0.488635 1.98725
3534 0.247362 1.28736
3535 -0.588962 2.0663
3536 -0.808399 0.0313972
3537 -2.04322 -2.38653
3538 0.982081 1.73396
3539 -1.36 2.19732
3540 1.93781 -1.14632
3541 -0.954227 0.602866
3542 1.57386 2.16246
3543 -0.947612 1.41853
3544 -0.993734 1.52651
3545 1.54479 -2.12567
3546 -1.09055 -1.18348
3547 -1.65605 2.32376
3548 -1.53796 0.545139
3549 1.29805 1.53393
3550 1.2958 -0.451092
3551 2.4497 -2.30084
3552 2.44911 -0.306754
3553 1.05969 -2.08021
3554 1.1618 2.17971
3555 1.3113 -1.74409
3556 0.238011 2.00743
3557 -0.447352 0.624868
3558 -0.194699 0.17849
3559 0.601727 2.43926
3560 -1.72259 2.39363
3561 -0.423005 0.180311
3562 1.13308 -2.17024
3563 0.762919 -0.42117
3564 -0.716182 -1.42901
3565 0.447358 -1.49466
3566 -2.264 2.30124
3567 -1.38018 -1.74424
3568 -2.10988 -1.54301
3569 -1.43659 0.512823
3570 2.33334 -0.306119
3571 2.14601 2.44085
3572 0.00126909 -0.975152
3573 2.00713 0.897525
3574 -1.10742 -0.151095
3575 -1.69257 -1.4224
3576 -2.1505 -1.59913
3577 -0.975548 0.623253
3578 -1.9147 -0.172174
3579 2.08813 -0.534821
3580 1.07132 -0.205673
3581 -1.16588 -2.24563
3582 2.3808 -0.400566
3583 -0.840956 1.32532
3584 0.044797 0.34141
3585 -2.41534 1.99021
3586 -0.439984 0.399817
3587 -1.47639 -2.07725
3588 1.71937 -1.5318
3589 -0.701068 2.05513
3590 -2.13365 1.1942
3591 1.57844 0.408051
3592 2.27503 -0.297993
3593 0.217918 1.88521
3594 0.587243 1.80444
3595 -0.361063 0.235198
3596 -2.03793 -1.83788
3597 1.65274 -1.7555
3598 -0.514925 0.404674
3599 -0.467646 1.7209
3600 0.983917 -2.36314
3601 -0.547089 -0.803621
3602 1.71589 -1.99786
3603 2.20563 2.28228
3604 0.307013 0.11475
3605 2.27486 -1.99028
3606 0.121825 -2.04089
3607 0.992612 -1.64621
3608 -0.775074 2.146
3609 -1.73088 1.16661
3610 2.0389 -1.11079
3611 -1.00952 -0.447628
3612 1.61516 -1.4146
3613 -1.8831 -1.12804
3614 -1.54685 -1.31081
3615 -2.30332 -0.83298
3616 2.43913 2.14167
3617 2.39097 0.623158
3618 -1.57964 -0.926911
3619 2.06131 -1.51675
3620 -1.4561 1.32422
3621 -1.31128 -1.51859
3622 0.0120562 1.33951
3623 -1.7528 -0.861025
3624 1.4583 2.17698
3625 -0.658208 -1.55816
3626 -1.57145 0.36976
3627 -0.258004 -0.697936
3628 0.611535 -1.08115
3629 1.62215 0.223617
3630 0.296383 -0.71504
3631 -1.423 1.05688
3632 0.231358 2.17699
3633 1.91628 -1.24499
3634 -0.453902 1.76924
3635 -1.57135 -0.385082
3636 2.38879 0.796073
3637 -1.61081 1.41438
3638 -1.07596 1.94651
3639 0.294135 1.47152
3640 1.45781 0.00934325
3641 2.21 0.77364
3642 -1.62556 -2.32666
3643 -1.01951 -0.624399
3644 -0.647472 1.55372
3645 -1.78795 -0.597794
3646 0.278262 0.350719
3647 0.459843 -1.34352
3648 1.11446 -0.0402072
3649 2.3999 1.52163
3650 -0.297657 -0.564891
3651 -2.48635 0.386037
3652 -2.19458 2.04657
3653 2.02988 0.946733
3654 -0.607993 2.37637
3655 -1.60402 1.63892
3656 -1.67202 -0.359323
3657 -0.0394386 -0.082587
3658 0.979628 1.39835
3659 0.767515 1.32398
3660 1.07414 -1.46056
3661 -2.45867 0.956981
3662 0.256862 -0.390876
3663 1.26564 1.27337
3664 0.262686 -0.966732
